20056,544,34,16,17,1
20057,560,34,16,17,1
20060,576,34,16,17,1
20061,592,34,16,17,1
20062,608,34,16,17,1
20063,624,34,16,17,1
20064,640,34,16,17,1
20065,656,34,16,17,1
20070,672,34,16,17,1
20073,688,34,16,17,1
20080,704,34,16,17,1
20081,720,34,16,17,1
20083,736,34,16,17,1
20094,752,34,16,17,1
20102,768,34,16,17,1
20104,784,34,16,17,1
20105,800,34,16,17,1
20107,816,34,16,17,1
20108,832,34,16,17,1
20109,848,34,16,17,1
20110,864,34,16,17,1
20111,880,34,16,17,1
20113,896,34,16,17,1
20114,912,34,16,17,1
20115,928,34,16,17,1
20116,944,34,16,17,1
20117,960,34,16,17,1
20120,976,34,16,17,1
20122,992,34,16,17,1
20123,1008,34,16,17,1
20127,0,51,16,17,1
20128,16,51,16,17,1
20129,32,51,16,17,1
20130,48,51,16,17,1
20132,64,51,16,17,1
20133,80,51,16,17,1
20134,96,51,16,17,1
20135,112,51,16,17,1
20136,128,51,16,17,1
20137,144,51,16,17,1
20139,160,51,16,17,1
20140,176,51,16,17,1
20141,192,51,16,17,1
20142,208,51,16,17,1
20146,224,51,16,17,1
20147,240,51,16,17,1
20149,256,51,16,17,1
20154,272,51,16,17,1
20155,288,51,16,17,1
20159,304,51,16,17,1
20160,320,51,16,17,1
20161,336,51,16,17,1
20162,352,51,16,17,1
20163,368,51,16,17,1
20164,384,51,16,17,1
20165,400,51,16,17,1
20166,416,51,16,17,1
20167,432,51,16,17,1
20169,448,51,16,17,1
20170,464,51,16,17,1
20171,480,51,16,17,1
20173,496,51,16,17,1
20174,512,51,16,17,1
20177,528,51,16,17,1
20179,544,51,16,17,1
20180,560,51,16,17,1
20181,576,51,16,17,1
20182,592,51,16,17,1
20183,608,51,16,17,1
20184,624,51,16,17,1
20185,640,51,16,17,1
20189,656,51,16,17,1
20190,672,51,16,17,1
20191,688,51,16,17,1
20193,704,51,16,17,1
20195,720,51,16,17,1
20196,736,51,16,17,1
20197,752,51,16,17,1
20200,768,51,16,17,1
20202,784,51,16,17,1
20203,800,51,16,17,1
20204,816,51,16,17,1
20208,832,51,16,17,1
20210,848,51,16,17,1
20211,864,51,16,17,1
20213,880,51,16,17,1
20214,896,51,16,17,1
20215,912,51,16,17,1
20219,928,51,16,17,1
20221,944,51,16,17,1
20223,960,51,16,17,1
20225,976,51,16,17,1
20233,992,51,16,17,1
20234,1008,51,16,17,1
20237,0,68,16,17,1
20238,16,68,16,17,1
20239,32,68,16,17,1
20240,48,68,16,17,1
20241,64,68,16,17,1
20247,80,68,16,17,1
20248,96,68,16,17,1
20249,112,68,16,17,1
20250,128,68,16,17,1
20251,144,68,16,17,1
20254,160,68,16,17,1
20255,176,68,16,17,1
20256,192,68,16,17,1
20258,208,68,16,17,1
20260,224,68,16,17,1
20261,240,68,16,17,1
20262,256,68,16,17,1
20263,272,68,16,17,1
20266,288,68,16,17,1
20267,304,68,16,17,1
20271,320,68,16,17,1
20272,336,68,16,17,1
20274,352,68,16,17,1
20276,368,68,16,17,1
20278,384,68,16,17,1
20280,400,68,16,17,1
20282,416,68,16,17,1
20284,432,68,16,17,1
20285,448,68,16,17,1
20291,464,68,16,17,1
20294,480,68,16,17,1
20301,496,68,16,17,1
20302,512,68,16,17,1
20303,528,68,16,17,1
20304,544,68,16,17,1
20305,560,68,16,17,1
20307,576,68,16,17,1
20309,592,68,16,17,1
20311,608,68,16,17,1
20312,624,68,16,17,1
20313,640,68,16,17,1
20314,656,68,16,17,1
20315,672,68,16,17,1
20316,688,68,16,17,1
20317,704,68,16,17,1
20318,720,68,16,17,1
20319,736,68,16,17,1
20320,752,68,16,17,1
20323,768,68,16,17,1
20324,784,68,16,17,1
20325,800,68,16,17,1
20327,816,68,16,17,1
20329,832,68,16,17,1
20332,848,68,16,17,1
20335,864,68,16,17,1
20336,880,68,16,17,1
20339,896,68,16,17,1
20340,912,68,16,17,1
20342,928,68,16,17,1
20347,944,68,16,17,1
20348,960,68,16,17,1
20350,976,68,16,17,1
20351,992,68,16,17,1
20355,1008,68,16,17,1
20356,0,85,16,17,1
20360,16,85,16,17,1
20361,32,85,16,17,1
20363,48,85,16,17,1
20365,64,85,16,17,1
20367,80,85,16,17,1
20369,96,85,16,17,1
20372,112,85,16,17,1
20375,128,85,16,17,1
20379,144,85,16,17,1
20381,160,85,16,17,1
20384,176,85,16,17,1
20387,192,85,16,17,1
20389,208,85,16,17,1
20390,224,85,16,17,1
20391,240,85,16,17,1
20392,256,85,16,17,1
20393,272,85,16,17,1
20394,288,85,16,17,1
20396,304,85,16,17,1
20398,320,85,16,17,1
20399,336,85,16,17,1
20405,352,85,16,17,1
20415,368,85,16,17,1
20419,384,85,16,17,1
20420,400,85,16,17,1
20421,416,85,16,17,1
20426,432,85,16,17,1
20430,448,85,16,17,1
20431,464,85,16,17,1
20432,480,85,16,17,1
20433,496,85,16,17,1
20439,512,85,16,17,1
20440,528,85,16,17,1
20442,544,85,16,17,1
20444,560,85,16,17,1
20445,576,85,16,17,1
20446,592,85,16,17,1
20447,608,85,16,17,1
20449,624,85,16,17,1
20451,640,85,16,17,1
20454,656,85,16,17,1
20456,672,85,16,17,1
20457,688,85,16,17,1
20458,704,85,16,17,1
20461,720,85,16,17,1
20462,736,85,16,17,1
20463,752,85,16,17,1
20465,768,85,16,17,1
20467,784,85,16,17,1
20472,800,85,16,17,1
20474,816,85,16,17,1
20478,832,85,16,17,1
20492,848,85,16,17,1
20493,864,85,16,17,1
20495,880,85,16,17,1
20498,896,85,16,17,1
20500,912,85,16,17,1
20504,928,85,16,17,1
20505,944,85,16,17,1
20506,960,85,16,17,1
20508,976,85,16,17,1
20511,992,85,16,17,1
20513,1008,85,16,17,1
20517,0,102,16,17,1
20518,16,102,16,17,1
20520,32,102,16,17,1
20521,48,102,16,17,1
20522,64,102,16,17,1
20524,80,102,16,17,1
20525,96,102,16,17,1
20526,112,102,16,17,1
20538,128,102,16,17,1
20540,144,102,16,17,1
20542,160,102,16,17,1
20547,176,102,16,17,1
20551,192,102,16,17,1
20552,208,102,16,17,1
20556,224,102,16,17,1
20558,240,102,16,17,1
20559,256,102,16,17,1
20565,272,102,16,17,1
20570,288,102,16,17,1
20572,304,102,16,17,1
20581,320,102,16,17,1
20588,336,102,16,17,1
20598,352,102,16,17,1
20599,368,102,16,17,1
20603,384,102,16,17,1
20606,400,102,16,17,1
20607,416,102,16,17,1
20608,432,102,16,17,1
20613,448,102,16,17,1
20616,464,102,16,17,1
20621,480,102,16,17,1
20643,496,102,16,17,1
20645,512,102,16,17,1
20647,528,102,16,17,1
20648,544,102,16,17,1
20649,560,102,16,17,1
20652,576,102,16,17,1
20658,592,102,16,17,1
20666,608,102,16,17,1
20667,624,102,16,17,1
20687,640,102,16,17,1
20694,656,102,16,17,1
20698,672,102,16,17,1
20710,688,102,16,17,1
20711,704,102,16,17,1
20716,720,102,16,17,1
20717,736,102,16,17,1
20718,752,102,16,17,1
20723,768,102,16,17,1
20725,784,102,16,17,1
20731,800,102,16,17,1
20742,816,102,16,17,1
20743,832,102,16,17,1
20747,848,102,16,17,1
20754,864,102,16,17,1
20769,880,102,16,17,1
20799,896,102,16,17,1
20800,912,102,16,17,1
20801,928,102,16,17,1
20803,944,102,16,17,1
20804,960,102,16,17,1
20805,976,102,16,17,1
20806,992,102,16,17,1
20808,1008,102,16,17,1
20809,0,119,16,17,1
20811,16,119,16,17,1
20813,32,119,16,17,1
20817,48,119,16,17,1
20820,64,119,16,17,1
20821,80,119,16,17,1
20822,96,119,16,17,1
20826,112,119,16,17,1
20828,128,119,16,17,1
20834,144,119,16,17,1
20837,160,119,16,17,1
20840,176,119,16,17,1
20843,192,119,16,17,1
20844,208,119,16,17,1
20845,224,119,16,17,1
20846,240,119,16,17,1
20848,256,119,16,17,1
20849,272,119,16,17,1
20851,288,119,16,17,1
20852,304,119,16,17,1
20853,320,119,16,17,1
20854,336,119,16,17,1
20855,352,119,16,17,1
20856,368,119,16,17,1
20857,384,119,16,17,1
20859,400,119,16,17,1
20860,416,119,16,17,1
20861,432,119,16,17,1
20864,448,119,16,17,1
20865,464,119,16,17,1
20866,480,119,16,17,1
20869,496,119,16,17,1
20872,512,119,16,17,1
20873,528,119,16,17,1
20876,544,119,16,17,1
20877,560,119,16,17,1
20882,576,119,16,17,1
20885,592,119,16,17,1
20886,608,119,16,17,1
20887,624,119,16,17,1
20889,640,119,16,17,1
20891,656,119,16,17,1
20892,672,119,16,17,1
20896,688,119,16,17,1
20898,704,119,16,17,1
20900,720,119,16,17,1
20901,736,119,16,17,1
20907,752,119,16,17,1
20908,768,119,16,17,1
20911,784,119,16,17,1
20912,800,119,16,17,1
20913,816,119,16,17,1
20914,832,119,16,17,1
20915,848,119,16,17,1
20917,864,119,16,17,1
20918,880,119,16,17,1
20919,896,119,16,17,1
20923,912,119,16,17,1
20924,928,119,16,17,1
20925,944,119,16,17,1
20928,960,119,16,17,1
20932,976,119,16,17,1
20934,992,119,16,17,1
20935,1008,119,16,17,1
20937,0,136,16,17,1
20939,16,136,16,17,1
20940,32,136,16,17,1
20943,48,136,16,17,1
20945,64,136,16,17,1
20955,80,136,16,17,1
20957,96,136,16,17,1
20960,112,136,16,17,1
20961,128,136,16,17,1
20964,144,136,16,17,1
20971,160,136,16,17,1
20973,176,136,16,17,1
20975,192,136,16,17,1
20976,208,136,16,17,1
20979,224,136,16,17,1
20981,240,136,16,17,1
20982,256,136,16,17,1
20984,272,136,16,17,1
20985,288,136,16,17,1
20986,304,136,16,17,1
20987,320,136,16,17,1
20988,336,136,16,17,1
20989,352,136,16,17,1
20991,368,136,16,17,1
20992,384,136,16,17,1
20993,400,136,16,17,1
20994,416,136,16,17,1
20995,432,136,16,17,1
20998,448,136,16,17,1
20999,464,136,16,17,1
21000,480,136,16,17,1
21002,496,136,16,17,1
21005,512,136,16,17,1
21006,528,136,16,17,1
21009,544,136,16,17,1
21010,560,136,16,17,1
21014,576,136,16,17,1
21015,592,136,16,17,1
21016,608,136,16,17,1
21017,624,136,16,17,1
21018,640,136,16,17,1
21019,656,136,16,17,1
21021,672,136,16,17,1
21024,688,136,16,17,1
21028,704,136,16,17,1
21032,720,136,16,17,1
21033,736,136,16,17,1
21035,752,136,16,17,1
21037,768,136,16,17,1
21038,784,136,16,17,1
21040,800,136,16,17,1
21043,816,136,16,17,1
21046,832,136,16,17,1
21047,848,136,16,17,1
21048,864,136,16,17,1
21049,880,136,16,17,1
21050,896,136,16,17,1
21051,912,136,16,17,1
21053,928,136,16,17,1
21055,944,136,16,17,1
21056,960,136,16,17,1
21057,976,136,16,17,1
21058,992,136,16,17,1
21059,1008,136,16,17,1
21066,0,153,16,17,1
21068,16,153,16,17,1
21069,32,153,16,17,1
21072,48,153,16,17,1
21073,64,153,16,17,1
21076,80,153,16,17,1
21078,96,153,16,17,1
21084,112,153,16,17,1
21086,128,153,16,17,1
21089,144,153,16,17,1
21093,160,153,16,17,1
21095,176,153,16,17,1
21097,192,153,16,17,1
21098,208,153,16,17,1
21103,224,153,16,17,1
21106,240,153,16,17,1
21117,256,153,16,17,1
21119,272,153,16,17,1
21121,288,153,16,17,1
21122,304,153,16,17,1
21128,320,153,16,17,1
21136,336,153,16,17,1
21139,352,153,16,17,1
21147,368,153,16,17,1
21149,384,153,16,17,1
21150,400,153,16,17,1
21151,416,153,16,17,1
21152,432,153,16,17,1
21153,448,153,16,17,1
21154,464,153,16,17,1
21155,480,153,16,17,1
21160,496,153,16,17,1
21161,512,153,16,17,1
21162,528,153,16,17,1
21163,544,153,16,17,1
21164,560,153,16,17,1
21165,576,153,16,17,1
21169,592,153,16,17,1
21170,608,153,16,17,1
21171,624,153,16,17,1
21182,640,153,16,17,1
21183,656,153,16,17,1
21187,672,153,16,17,1
21191,688,153,16,17,1
21193,704,153,16,17,1
21195,720,153,16,17,1
21200,736,153,16,17,1
21202,752,153,16,17,1
21206,768,153,16,17,1
21208,784,153,16,17,1
21215,800,153,16,17,1
21220,816,153,16,17,1
21232,832,153,16,17,1
21241,848,153,16,17,1
21242,864,153,16,17,1
21246,880,153,16,17,1
21247,896,153,16,17,1
21248,912,153,16,17,1
21253,928,153,16,17,1
21254,944,153,16,17,1
21256,960,153,16,17,1
21261,976,153,16,17,1
21263,992,153,16,17,1
21264,1008,153,16,17,1
21269,0,170,16,17,1
21270,16,170,16,17,1
21271,32,170,16,17,1
21273,48,170,16,17,1
21274,64,170,16,17,1
21277,80,170,16,17,1
21280,96,170,16,17,1
21281,112,170,16,17,1
21283,128,170,16,17,1
21286,144,170,16,17,1
21290,160,170,16,17,1
21294,176,170,16,17,1
21305,192,170,16,17,1
21306,208,170,16,17,1
21307,224,170,16,17,1
21310,240,170,16,17,1
21311,256,170,16,17,1
21313,272,170,16,17,1
21315,288,170,16,17,1
21317,304,170,16,17,1
21319,320,170,16,17,1
21320,336,170,16,17,1
21321,352,170,16,17,1
21322,368,170,16,17,1
21326,384,170,16,17,1
21327,400,170,16,17,1
21329,416,170,16,17,1
21330,432,170,16,17,1
21331,448,170,16,17,1
21333,464,170,16,17,1
21334,480,170,16,17,1
21335,496,170,16,17,1
21338,512,170,16,17,1
21340,528,170,16,17,1
21342,544,170,16,17,1
21343,560,170,16,17,1
21344,576,170,16,17,1
21345,592,170,16,17,1
21346,608,170,16,17,1
21347,624,170,16,17,1
21348,640,170,16,17,1
21350,656,170,16,17,1
21351,672,170,16,17,1
21353,688,170,16,17,1
21355,704,170,16,17,1
21358,720,170,16,17,1
21359,736,170,16,17,1
21360,752,170,16,17,1
21361,768,170,16,17,1
21363,784,170,16,17,1
21364,800,170,16,17,1
21365,816,170,16,17,1
21367,832,170,16,17,1
21368,848,170,16,17,1
21370,864,170,16,17,1
21375,880,170,16,17,1
21378,896,170,16,17,1
21380,912,170,16,17,1
21381,928,170,16,17,1
21382,944,170,16,17,1
21385,960,170,16,17,1
21387,976,170,16,17,1
21388,992,170,16,17,1
21389,1008,170,16,17,1
21397,0,187,16,17,1
21400,16,187,16,17,1
21402,32,187,16,17,1
21405,48,187,16,17,1
21407,64,187,16,17,1
21410,80,187,16,17,1
21411,96,187,16,17,1
21413,112,187,16,17,1
21414,128,187,16,17,1
21416,144,187,16,17,1
21417,160,187,16,17,1
21422,176,187,16,17,1
21430,192,187,16,17,1
21435,208,187,16,17,1
21439,224,187,16,17,1
21441,240,187,16,17,1
21442,256,187,16,17,1
21448,272,187,16,17,1
21449,288,187,16,17,1
21450,304,187,16,17,1
21451,320,187,16,17,1
21452,336,187,16,17,1
21453,352,187,16,17,1
21457,368,187,16,17,1
21460,384,187,16,17,1
21462,400,187,16,17,1
21463,416,187,16,17,1
21464,432,187,16,17,1
21465,448,187,16,17,1
21467,464,187,16,17,1
21471,480,187,16,17,1
21472,496,187,16,17,1
21475,512,187,16,17,1
21476,528,187,16,17,1
21477,544,187,16,17,1
21478,560,187,16,17,1
21480,576,187,16,17,1
21481,592,187,16,17,1
21482,608,187,16,17,1
21483,624,187,16,17,1
21484,640,187,16,17,1
21485,656,187,16,17,1
21486,672,187,16,17,1
21487,688,187,16,17,1
21488,704,187,16,17,1
21489,720,187,16,17,1
21490,736,187,16,17,1
21491,752,187,16,17,1
21493,768,187,16,17,1
21494,784,187,16,17,1
21495,800,187,16,17,1
21496,816,187,16,17,1
21497,832,187,16,17,1
21499,848,187,16,17,1
21500,864,187,16,17,1
21501,880,187,16,17,1
21505,896,187,16,17,1
21507,912,187,16,17,1
21508,928,187,16,17,1
21510,944,187,16,17,1
21512,960,187,16,17,1
21513,976,187,16,17,1
21514,992,187,16,17,1
21516,1008,187,16,17,1
21517,0,204,16,17,1
21518,16,204,16,17,1
21519,32,204,16,17,1
21520,48,204,16,17,1
21521,64,204,16,17,1
21522,80,204,16,17,1
21523,96,204,16,17,1
21525,112,204,16,17,1
21526,128,204,16,17,1
21527,144,204,16,17,1
21531,160,204,16,17,1
21533,176,204,16,17,1
21534,192,204,16,17,1
21535,208,204,16,17,1
21536,224,204,16,17,1
21537,240,204,16,17,1
21539,256,204,16,17,1
21542,272,204,16,17,1
21543,288,204,16,17,1
21544,304,204,16,17,1
21545,320,204,16,17,1
21547,336,204,16,17,1
21548,352,204,16,17,1
21549,368,204,16,17,1
21550,384,204,16,17,1
21551,400,204,16,17,1
21553,416,204,16,17,1
21554,432,204,16,17,1
21556,448,204,16,17,1
21557,464,204,16,17,1
21560,480,204,16,17,1
21561,496,204,16,17,1
21563,512,204,16,17,1
21564,528,204,16,17,1
21566,544,204,16,17,1
21568,560,204,16,17,1
21571,576,204,16,17,1
21574,592,204,16,17,1
21576,608,204,16,17,1
21578,624,204,16,17,1
21579,640,204,16,17,1
21584,656,204,16,17,1
21586,672,204,16,17,1
21587,688,204,16,17,1
21588,704,204,16,17,1
21589,720,204,16,17,1
21590,736,204,16,17,1
21591,752,204,16,17,1
21592,768,204,16,17,1
21593,784,204,16,17,1
21595,800,204,16,17,1
21596,816,204,16,17,1
21602,832,204,16,17,1
21604,848,204,16,17,1
21606,864,204,16,17,1
21608,880,204,16,17,1
21617,896,204,16,17,1
21618,912,204,16,17,1
21619,928,204,16,17,1
21621,944,204,16,17,1
21622,960,204,16,17,1
21623,976,204,16,17,1
21624,992,204,16,17,1
21627,1008,204,16,17,1
21628,0,221,16,17,1
21629,16,221,16,17,1
21632,32,221,16,17,1
21634,48,221,16,17,1
21636,64,221,16,17,1
21638,80,221,16,17,1
21643,96,221,16,17,1
21644,112,221,16,17,1
21646,128,221,16,17,1
21647,144,221,16,17,1
21648,160,221,16,17,1
21650,176,221,16,17,1
21652,192,221,16,17,1
21653,208,221,16,17,1
21654,224,221,16,17,1
21657,240,221,16,17,1
21658,256,221,16,17,1
21659,272,221,16,17,1
21661,288,221,16,17,1
21667,304,221,16,17,1
21668,320,221,16,17,1
21670,336,221,16,17,1
21671,352,221,16,17,1
21672,368,221,16,17,1
21673,384,221,16,17,1
21674,400,221,16,17,1
21675,416,221,16,17,1
21676,432,221,16,17,1
21677,448,221,16,17,1
21679,464,221,16,17,1
21681,480,221,16,17,1
21683,496,221,16,17,1
21684,512,221,16,17,1
21688,528,221,16,17,1
21691,544,221,16,17,1
21693,560,221,16,17,1
21695,576,221,16,17,1
21696,592,221,16,17,1
21697,608,221,16,17,1
21698,624,221,16,17,1
21700,640,221,16,17,1
21702,656,221,16,17,1
21703,672,221,16,17,1
21704,688,221,16,17,1
21705,704,221,16,17,1
21708,720,221,16,17,1
21709,736,221,16,17,1
21710,752,221,16,17,1
21711,768,221,16,17,1
21712,784,221,16,17,1
21713,800,221,16,17,1
21714,816,221,16,17,1
21715,832,221,16,17,1
21716,848,221,16,17,1
21717,864,221,16,17,1
21719,880,221,16,17,1
21721,896,221,16,17,1
21722,912,221,16,17,1
21724,928,221,16,17,1
21725,944,221,16,17,1
21726,960,221,16,17,1
21727,976,221,16,17,1
21733,992,221,16,17,1
21734,1008,221,16,17,1
21735,0,238,16,17,1
21736,16,238,16,17,1
21737,32,238,16,17,1
21738,48,238,16,17,1
21741,64,238,16,17,1
21742,80,238,16,17,1
21746,96,238,16,17,1
21747,112,238,16,17,1
21754,128,238,16,17,1
21756,144,238,16,17,1
21757,160,238,16,17,1
21759,176,238,16,17,1
21761,192,238,16,17,1
21766,208,238,16,17,1
21767,224,238,16,17,1
21769,240,238,16,17,1
21775,256,238,16,17,1
21776,272,238,16,17,1
21777,288,238,16,17,1
21780,304,238,16,17,1
21787,320,238,16,17,1
21792,336,238,16,17,1
21794,352,238,16,17,1
21795,368,238,16,17,1
21796,384,238,16,17,1
21799,400,238,16,17,1
21802,416,238,16,17,1
21804,432,238,16,17,1
21806,448,238,16,17,1
21807,464,238,16,17,1
21808,480,238,16,17,1
21809,496,238,16,17,1
21811,512,238,16,17,1
21815,528,238,16,17,1
21820,544,238,16,17,1
21822,560,238,16,17,1
21823,576,238,16,17,1
21825,592,238,16,17,1
21827,608,238,16,17,1
21828,624,238,16,17,1
21830,640,238,16,17,1
21833,656,238,16,17,1
21834,672,238,16,17,1
21840,688,238,16,17,1
21845,704,238,16,17,1
21846,720,238,16,17,1
21852,736,238,16,17,1
21857,752,238,16,17,1
21860,768,238,16,17,1
21861,784,238,16,17,1
21862,800,238,16,17,1
21863,816,238,16,17,1
21866,832,238,16,17,1
21868,848,238,16,17,1
21869,864,238,16,17,1
21870,880,238,16,17,1
21877,896,238,16,17,1
21878,912,238,16,17,1
21879,928,238,16,17,1
21880,944,238,16,17,1
21883,960,238,16,17,1
21884,976,238,16,17,1
21886,992,238,16,17,1
21888,1008,238,16,17,1
21889,0,255,16,17,1
21890,16,255,16,17,1
21891,32,255,16,17,1
21892,48,255,16,17,1
21895,64,255,16,17,1
21896,80,255,16,17,1
21897,96,255,16,17,1
21898,112,255,16,17,1
21899,128,255,16,17,1
21903,144,255,16,17,1
21905,160,255,16,17,1
21908,176,255,16,17,1
21912,192,255,16,17,1
21913,208,255,16,17,1
21916,224,255,16,17,1
21917,240,255,16,17,1
21919,256,255,16,17,1
21927,272,255,16,17,1
21937,288,255,16,17,1
21939,304,255,16,17,1
21941,320,255,16,17,1
21943,336,255,16,17,1
21945,352,255,16,17,1
21947,368,255,16,17,1
21949,384,255,16,17,1
21950,400,255,16,17,1
21956,416,255,16,17,1
21957,432,255,16,17,1
21961,448,255,16,17,1
21964,464,255,16,17,1
21965,480,255,16,17,1
21969,496,255,16,17,1
21970,512,255,16,17,1
21971,528,255,16,17,1
21972,544,255,16,17,1
21974,560,255,16,17,1
21980,576,255,16,17,1
21981,592,255,16,17,1
21983,608,255,16,17,1
21985,624,255,16,17,1
21987,640,255,16,17,1
21988,656,255,16,17,1
21989,672,255,16,17,1
21990,688,255,16,17,1
21992,704,255,16,17,1
21994,720,255,16,17,1
21995,736,255,16,17,1
21996,752,255,16,17,1
21999,768,255,16,17,1
22002,784,255,16,17,1
22003,800,255,16,17,1
22005,816,255,16,17,1
22007,832,255,16,17,1
22013,848,255,16,17,1
22014,864,255,16,17,1
22016,880,255,16,17,1
22017,896,255,16,17,1
22024,912,255,16,17,1
22025,928,255,16,17,1
22028,944,255,16,17,1
22030,960,255,16,17,1
22031,976,255,16,17,1
22040,992,255,16,17,1
22043,1008,255,16,17,1
22046,0,272,16,17,1
22047,16,272,16,17,1
22051,32,272,16,17,1
22052,48,272,16,17,1
22055,64,272,16,17,1
22060,80,272,16,17,1
22061,96,272,16,17,1
22065,112,272,16,17,1
22066,128,272,16,17,1
22068,144,272,16,17,1
22070,160,272,16,17,1
22073,176,272,16,17,1
22075,192,272,16,17,1
22079,208,272,16,17,1
22092,224,272,16,17,1
22093,240,272,16,17,1
22094,256,272,16,17,1
22100,272,272,16,17,1
22103,288,272,16,17,1
22104,304,272,16,17,1
22105,320,272,16,17,1
22108,336,272,16,17,1
22114,352,272,16,17,1
22116,368,272,16,17,1
22120,384,272,16,17,1
22121,400,272,16,17,1
22122,416,272,16,17,1
22123,432,272,16,17,1
22124,448,272,16,17,1
22129,464,272,16,17,1
22134,480,272,16,17,1
22139,496,272,16,17,1
22140,512,272,16,17,1
22149,528,272,16,17,1
22150,544,272,16,17,1
22158,560,272,16,17,1
22159,576,272,16,17,1
22163,592,272,16,17,1
22179,608,272,16,17,1
22191,624,272,16,17,1
22199,640,272,16,17,1
22204,656,272,16,17,1
22218,672,272,16,17,1
22228,688,272,16,17,1
22231,704,272,16,17,1
22234,720,272,16,17,1
22235,736,272,16,17,1
22237,752,272,16,17,1
22238,768,272,16,17,1
22239,784,272,16,17,1
22240,800,272,16,17,1
22241,816,272,16,17,1
22242,832,272,16,17,1
22244,848,272,16,17,1
22251,864,272,16,17,1
22253,880,272,16,17,1
22256,896,272,16,17,1
22257,912,272,16,17,1
22260,928,272,16,17,1
